1000,0
11000,0
21000,0
31000,0
41000,0
51000,0
61000,0
71000,0
81000,0
91000,0
101000,0
111000,0
121000,0
131000,0
141000,0
151000,0
161000,0
171000,0
181000,0
191000,0
201000,0
211000,0
221000,0
231000,0
241000,1
251000,1
261000,1
271000,1
281000,1
291000,1
301000,0
311000,0
321000,0
331000,1
341000,1
351000,1
361000,1
371000,1
381000,1
391000,1
401000,1
411000,1
421000,0
431000,0
441000,1
451000,2
461000,2
471000,2
481000,2
491000,2
501000,1
511000,0
521000,2
531000,3
541000,2
551000,3
561000,3
571000,3
581000,3
591000,3
601000,3
611000,3
621000,3
631000,3
641000,3
651000,3
661000,4
671000,3
681000,3
691000,3
701000,3
711000,3
721000,3
731000,3
741000,4
751000,3
761000,3
771000,3
781000,3
791000,3
801000,3
811000,4
821000,4
831000,4
841000,3
851000,5
861000,4
871000,5
881000,5
891000,4
901000,5
911000,5
921000,5
931000,5
941000,6
951000,2
961000,5
971000,5
981000,4
991000,5
1001000,4
1011000,4
1021000,4
1031000,2
1041000,4
1051000,5
1061000,5
1071000,5
1081000,5
1091000,6
1101000,6
1111000,6
1121000,6
1131000,4
1141000,6
1151000,8
1161000,8
1171000,7
1181000,3
1191000,2
1201000,3
1211000,3
1221000,2
1231000,2
1241000,3
1251000,4
1261000,7
1271000,2
1281000,7
1291000,7
1301000,7
1311000,6
1321000,2
1331000,2
1341000,2
1351000,2
1361000,2
1371000,6
1381000,9
1391000,8
1401000,8
1411000,9
1421000,7
1431000,5
1441000,7
1451000,8
1461000,9
1471000,6
1481000,3
1491000,4
1501000,8
1511000,5
1521000,9
1531000,3
1541000,3
1551000,4
1561000,3
1571000,4
1581000,3
1591000,10
1601000,7
1611000,6
1621000,4
1631000,4
1641000,7
1651000,7
1661000,7
1671000,7
1681000,7
1691000,8
1701000,8
1711000,8
1721000,8
1731000,8
1741000,8
1751000,8
1761000,8
1771000,7
1781000,8
1791000,6
1801000,5
1811000,6
1821000,9
1831000,9
1841000,9
1851000,9
1861000,9
1871000,9
1881000,9
1891000,9
1901000,9
1911000,7
1921000,6
1931000,7
1941000,4
1951000,5
1961000,12
1971000,13
1981000,12
1991000,13
2001000,6
2011000,7
2021000,6
2031000,5
2041000,6
2051000,6
2061000,6
2071000,5
2081000,5
2091000,6
2101000,15
2111000,4
2121000,11
2131000,10
2141000,14
2151000,10
2161000,10
2171000,9
2181000,9
2191000,7
2201000,8
2211000,6
2221000,5
2231000,5
2241000,5
2251000,5
2261000,5
2271000,11
2281000,6
2291000,7
2301000,7
2311000,6
2321000,6
2331000,11
2341000,6
2351000,4
2361000,4
2371000,5
2381000,4
2391000,6
2401000,11
2411000,11
2421000,12
2431000,12
2441000,12
2451000,12
2461000,8
2471000,8
2481000,5
2491000,14
2501000,13
2511000,11
2521000,11
2531000,12
2541000,12
2551000,10
2561000,9
2571000,15
2581000,16
2591000,15
2601000,11
2611000,12
2621000,10
2631000,10
2641000,7
2651000,7
2661000,6
2671000,11
2681000,10
2691000,10
2701000,8
2711000,12
2721000,18
2731000,17
2741000,14
2751000,13
2761000,11
2771000,10
2781000,9
2791000,17
2801000,15
2811000,11
2821000,16
2831000,12
2841000,6
2851000,6
2861000,6
2871000,6
2881000,6
2891000,6
2901000,8
2911000,8
2921000,6
2931000,12
2941000,17
2951000,16
2961000,12
2971000,14
2981000,14
2991000,8
3001000,7
3011000,15
3021000,14
3031000,11
3041000,8
3051000,18
3061000,18
3071000,18
3081000,8
3091000,7
3101000,7
3111000,18
3121000,18
3131000,17
3141000,15
3151000,15
3161000,15
3171000,10
3181000,17
3191000,19
3201000,6
3211000,6
3221000,7
3231000,7
3241000,7
3251000,7
3261000,7
3271000,8
3281000,11
3291000,15
3301000,13
3311000,8
3321000,9
3331000,19
3341000,16
3351000,16
3361000,14
3371000,11
3381000,16
3391000,21
3401000,20
3411000,17
3421000,17
3431000,14
3441000,13
3451000,9
3461000,7
3471000,7
3481000,7
3491000,6
3501000,6
3511000,7
3521000,17
3531000,17
3541000,15
3551000,11
3561000,9
3571000,7
3581000,13
3591000,12
3601000,17
3611000,18
3621000,18
3631000,14
3641000,10
3651000,9
3661000,6
3671000,13
3681000,17
3691000,17
3701000,9
3711000,16
3721000,19
3731000,13
3741000,20
3751000,12
3761000,15
3771000,14
3781000,8
3791000,17
3801000,20
3811000,13
3821000,24
3831000,19
3841000,18
3851000,18
3861000,14
3871000,12
3881000,15
3891000,18
3901000,18
3911000,18
3921000,18
3931000,13
3941000,10
3951000,11
3961000,15
3971000,19
3981000,19
3991000,16
