1000,0
11000,0
21000,0
31000,0
41000,0
51000,0
61000,0
71000,0
81000,0
91000,0
101000,1
111000,1
121000,1
131000,1
141000,1
151000,1
161000,1
171000,1
181000,1
191000,1
201000,1
211000,1
221000,2
231000,2
241000,1
251000,2
261000,2
271000,2
281000,2
291000,2
301000,2
311000,3
321000,2
331000,2
341000,2
351000,2
361000,2
371000,2
381000,3
391000,3
401000,3
411000,3
421000,3
431000,3
441000,3
451000,3
461000,4
471000,3
481000,3
491000,3
501000,3
511000,5
521000,5
531000,4
541000,4
551000,4
561000,4
571000,4
581000,4
591000,4
601000,4
611000,4
621000,4
631000,4
641000,5
651000,5
661000,5
671000,5
681000,6
691000,5
701000,5
711000,5
721000,5
731000,5
741000,5
751000,5
761000,5
771000,6
781000,6
791000,6
801000,6
811000,6
821000,6
831000,6
841000,6
851000,6
861000,7
871000,6
881000,6
891000,6
901000,7
911000,7
921000,7
931000,7
941000,7
951000,7
961000,7
971000,7
981000,7
991000,7
1001000,7
1011000,8
1021000,8
1031000,8
1041000,8
1051000,9
1061000,8
1071000,8
1081000,8
1091000,10
1101000,8
1111000,8
1121000,8
1131000,10
1141000,9
1151000,10
1161000,9
1171000,10
1181000,9
1191000,9
1201000,9
1211000,9
1221000,10
1231000,9
1241000,9
1251000,9
1261000,10
1271000,10
1281000,11
1291000,10
1301000,10
1311000,10
1321000,10
1331000,10
1341000,11
1351000,10
1361000,10
1371000,10
1381000,12
1391000,12
1401000,10
1411000,11
1421000,11
1431000,11
1441000,11
1451000,11
1461000,11
1471000,11
1481000,11
1491000,11
1501000,11
1511000,11
1521000,12
1531000,12
1541000,12
1551000,12
1561000,12
1571000,12
1581000,12
1591000,12
1601000,12
1611000,12
1621000,13
1631000,13
1641000,12
1651000,16
1661000,13
1671000,13
1681000,13
1691000,13
1701000,13
1711000,13
1721000,14
1731000,15
1741000,13
1751000,14
1761000,13
1771000,13
1781000,14
1791000,14
1801000,14
1811000,15
1821000,14
1831000,14
1841000,14
1851000,14
1861000,14
1871000,14
1881000,14
1891000,14
1901000,14
1911000,15
1921000,17
1931000,15
1941000,15
1951000,15
1961000,15
1971000,15
1981000,15
1991000,16
2001000,15
2011000,15
2021000,15
2031000,15
2041000,17
2051000,16
2061000,16
2071000,16
2081000,16
2091000,16
2101000,18
2111000,17
2121000,16
2131000,16
2141000,17
2151000,16
2161000,16
2171000,19
2181000,18
2191000,17
2201000,18
2211000,17
2221000,19
2231000,17
2241000,17
2251000,17
2261000,17
2271000,18
2281000,17
2291000,19
2301000,21
2311000,19
2321000,21
2331000,19
2341000,21
2351000,18
2361000,18
2371000,18
2381000,18
2391000,19
2401000,18
2411000,18
2421000,19
2431000,19
2441000,19
2451000,21
2461000,19
2471000,19
2481000,19
2491000,19
2501000,20
2511000,19
2521000,19
2531000,19
2541000,19
2551000,19
2561000,20
2571000,20
2581000,20
2591000,20
2601000,20
2611000,20
2621000,20
2631000,20
2641000,20
2651000,20
2661000,20
2671000,20
2681000,22
2691000,21
2701000,21
2711000,21
2721000,21
2731000,22
2741000,24
2751000,22
2761000,21
2771000,22
2781000,22
2791000,23
2801000,21
2811000,21
2821000,22
2831000,22
2841000,22
2851000,22
2861000,22
2871000,22
2881000,22
2891000,22
2901000,25
2911000,25
2921000,24
2931000,25
2941000,26
2951000,28
2961000,24
2971000,26
2981000,25
2991000,25
3001000,23
3011000,23
3021000,23
3031000,23
3041000,23
3051000,25
3061000,24
3071000,24
3081000,25
3091000,35
3101000,25
3111000,24
3121000,26
3131000,33
3141000,28
3151000,24
3161000,24
3171000,29
3181000,25
3191000,27
3201000,25
3211000,27
3221000,25
3231000,27
3241000,26
3251000,32
3261000,28
3271000,29
3281000,30
3291000,28
3301000,25
3311000,25
3321000,26
3331000,26
3341000,29
3351000,28
3361000,27
3371000,27
3381000,29
3391000,29
3401000,26
3411000,26
3421000,29
3431000,30
3441000,30
3451000,32
3461000,28
3471000,28
3481000,28
3491000,29
3501000,33
3511000,28
3521000,29
3531000,29
3541000,29
3551000,34
3561000,30
3571000,29
3581000,31
3591000,28
3601000,28
3611000,39
3621000,29
3631000,29
3641000,30
3651000,30
3661000,33
3671000,30
3681000,29
3691000,33
3701000,29
3711000,29
3721000,30
3731000,30
3741000,29
3751000,29
3761000,29
3771000,33
3781000,29
3791000,29
3801000,29
3811000,31
3821000,31
3831000,30
3841000,30
3851000,32
3861000,34
3871000,30
3881000,30
3891000,32
3901000,32
3911000,32
3921000,32
3931000,30
3941000,31
3951000,31
3961000,31
3971000,33
3981000,33
3991000,31
